,name,total_pop,median_income,state,county,county_name,state_name,prop_white,prop_black,prop_hisp,prop_no_internet,prop_ba,prop_services,pop_density,covid_cases,Testing_Rate,gov_party,election_diff,state_abbr,Apr-19,Mar-19,Feb-20,Mar-20
23,"Pearl River County, Mississippi",55149,45820.0,28,109,Pearl,Mississippi,0.8402872218897894,0.12776296941014342,0.030335998839507515,0.07920361203285645,0.07468857096230212,0.03452465139893742,68.267993996,,2291.374085298248,Republican,,MS,4.6,4.9,4.8,4.8
24,"Leake County, Mississippi",22870,33482.0,28,079,Leake,Mississippi,0.5139484040227372,0.420113686051596,0.04525579361609095,0.12531700918233493,0.052470485351989504,0.03130738959335374,39.051471718,204.0,2291.374085298248,Republican,0.14179192803882124,MS,4.8,5.2,5.5,5.2
25,"Noxubee County, Mississippi",10828,36000.0,28,103,Noxubee,Mississippi,0.27151828592537863,0.722201699298116,0.013668267454746953,0.14721093461396378,0.06233838197266346,0.025858884373845585,15.154819358,66.0,2291.374085298248,Republican,-0.5645855758880517,MS,6,6.8,7,7.1
26,"Neshoba County, Mississippi",29376,36875.0,28,099,Neshoba,Mississippi,0.6016135620915033,0.21092047930283225,0.02039079520697168,0.11376633986928104,0.04993872549019608,0.058823529411764705,51.084450633,187.0,2291.374085298248,Republican,0.4703875675163461,MS,5.3,5.3,5.8,5.7
27,"Rankin County, Mississippi",151240,64557.0,28,121,Rankin,Mississippi,0.7604668077228246,0.20499206559111346,0.027380322665961385,0.05724014810896588,0.12592568103676277,0.03911663581063211,198.44730007,186.0,2291.374085298248,Republican,0.5268289574305378,MS,3.6,3.7,3.8,3.7
28,"Tate County, Mississippi",28493,51056.0,28,137,Tate,Mississippi,0.6636015863545432,0.2931246271013933,0.026673217983364333,0.09374232267574492,0.07959849787667146,0.030884778717579758,71.051373935,41.0,2291.374085298248,Republican,0.30695794271953214,MS,4.9,5.1,5.2,5.1
29,"Lawrence County, Mississippi",12630,42290.0,28,077,Lawrence,Mississippi,0.6539192399049881,0.33198733174980205,0.006254948535233571,0.16500395882818686,0.06025336500395883,0.011797307996832937,28.919549484,45.0,2291.374085298248,Republican,0.29792583280955376,MS,5.4,6.1,6,6.2
30,"Panola County, Mississippi",34243,36563.0,28,107,Panola,Mississippi,0.48608474724761264,0.49940133749963495,0.020237712817218118,0.14467190374675115,0.06129719942762024,0.02847297257833718,49.882140738,39.0,2291.374085298248,Republican,0.0011949017525225702,MS,5.9,6.4,6.2,6.2
31,"Yalobusha County, Mississippi",12421,41864.0,28,161,Yalobusha,Mississippi,0.5812736494646163,0.40689155462523147,0.015940745511633523,0.1898397874567265,0.07197488124949682,0.014733113275903712,26.526772715,19.0,2291.374085298248,Republican,0.1306565739674182,MS,5.2,5.4,5.1,4.9
32,"Chickasaw County, Mississippi",17279,35939.0,28,017,Chickasaw,Mississippi,0.524509520226865,0.43434226517738295,0.0471670814283234,0.15209213496151397,0.06099890039932866,0.01238497598240639,34.220042322,68.0,2291.374085298248,Republican,0.06058301647655262,MS,4.8,5,5,5.1
33,"Copiah County, Mississippi",28721,40361.0,28,029,Copiah,Mississippi,0.4542669127119529,0.5186100762508269,0.031684133560809166,0.14686118171372864,0.06834720239545977,0.022318164409317224,36.721409287,96.0,2291.374085298248,Republican,-0.04914496995840395,MS,5.8,6.5,6,5.9
34,"George County, Mississippi",23710,48319.0,28,039,George,Mississippi,0.893504850274146,0.08047237452551666,0.02749894559257697,0.10282581189371573,0.04723745255166596,0.02834247153099958,50.658441319,13.0,2291.374085298248,Republican,0.7753513294914569,MS,5.9,6.4,7.2,6.3
35,"Hinds County, Mississippi",241774,43005.0,28,049,Hinds,Mississippi,0.2569713865014435,0.7225673562914127,0.015473127797033593,0.08289146062024866,0.10906879978823199,0.04628289228783906,272.58316776,470.0,2291.374085298248,Republican,-0.4469640160116602,MS,4.7,5,4.8,5
36,"Newton County, Mississippi",21524,33831.0,28,101,Newton,Mississippi,0.6242334138635941,0.3028712135290838,0.01867682586879762,0.12316483924921018,0.08079353280059469,0.020535216502508828,37.107944009,81.0,2291.374085298248,Republican,0.4017800381436745,MS,5,5,5.2,5.1
37,"Union County, Mississippi",28356,41287.0,28,145,Union,Mississippi,0.8000775849908308,0.147129355339258,0.042601213147129356,0.10484553533643673,0.059775708844688955,0.02465086754126111,68.829399778,17.0,2291.374085298248,Republican,0.6283054975643703,MS,3.6,4,4,4
38,"Sharkey County, Mississippi",4511,28799.0,28,125,Sharkey,Mississippi,0.25094214143205495,0.7397472844158723,0.0011084016847705607,0.1438705386832188,0.09421414320549767,0.020616271336732432,10.138515091,5.0,2291.374085298248,Republican,-0.35936073059360724,MS,6.8,8.9,9,7.8
39,"Tippah County, Mississippi",21990,39839.0,28,139,Tippah,Mississippi,0.7867667121418827,0.1707594361073215,0.046521145975443386,0.11045929968167349,0.0671668940427467,0.022783083219645294,48.042643748,54.0,2291.374085298248,Republican,0.5845154304277207,MS,4.5,5,4.6,4.6
40,"Forrest County, Mississippi",75517,40675.0,28,035,Forrest,Mississippi,0.5945813525431359,0.3694532356952739,0.02974164757604248,0.08304090469695566,0.10077201160003708,0.057735344359548184,161.00698835,207.0,2291.374085298248,Republican,0.13344498289623719,MS,4.6,4.8,4.6,4.6
41,"Hancock County, Mississippi",46653,47543.0,28,045,Hancock,Mississippi,0.8725912588686687,0.08093798898248773,0.038411249008638244,0.08726126937174458,0.10507362870554948,0.05603069470344887,99.868376358,62.0,2291.374085298248,Republican,0.5934682769178432,MS,5,5.4,5.3,5.1
42,"Lafayette County, Mississippi",53459,47132.0,28,071,Lafayette,Mississippi,0.7172786621523036,0.23805159093885034,0.02639405899848482,0.05303129501113003,0.13821807366392935,0.060887783160927064,86.739745266,89.0,2291.374085298248,Republican,0.1477880160871557,MS,4,3.9,3.8,4
43,"Issaquena County, Mississippi",1328,25776.0,28,055,Issaquena,Mississippi,0.39231927710843373,0.6016566265060241,0.012048192771084338,0.18147590361445784,0.021837349397590362,0.007530120481927711,3.1667212988,,2291.374085298248,Republican,-0.13876967095851211,MS,9.7,12.7,8.2,8.3
44,"Lowndes County, Mississippi",59437,45355.0,28,087,Lowndes,Mississippi,0.536181166613389,0.43678180258088395,0.0203913387284015,0.08021939196123627,0.09685885895990713,0.030788902535457713,116.59068511,54.0,2291.374085298248,Republican,0.056774193548387086,MS,4.7,5,5,5
45,"Leflore County, Mississippi",29804,26052.0,28,083,Leflore,Mississippi,0.24188028452556704,0.7334250436183063,0.026372299020265735,0.17833176754798014,0.06468930344920144,0.019561132733861227,48.67908396,148.0,2291.374085298248,Republican,-0.4106822262118492,MS,6.5,7.4,7.2,7
46,"Wilkinson County, Mississippi",8990,26599.0,28,157,Wilkinson,Mississippi,0.2799777530589544,0.7121245828698554,0.004115684093437153,0.15773081201334815,0.060066740823136816,0.0021134593993325916,12.96551907,69.0,2291.374085298248,Republican,-0.3648648648648649,MS,8,9.4,9.5,9.1
47,"Harrison County, Mississippi",202626,45566.0,28,047,Harrison,Mississippi,0.6814969451106966,0.24616288136764286,0.05444513537255831,0.07999960518393494,0.09305814653598254,0.07910633383672382,360.24217915,174.0,2291.374085298248,Republican,0.30301833746623913,MS,4.6,4.9,4.9,4.8
48,"Jefferson Davis County, Mississippi",11495,30083.0,28,065,Jefferson,Mississippi,0.37929534580252283,0.6120922140060896,0.0029578077424967375,0.20400173988690734,0.053066550674206174,0.012962157459765115,27.504219901,18.0,2291.374085298248,Republican,-0.7375647668393782,MS,11.3,13.7,13.9,12.5
49,"Jefferson Davis County, Mississippi",11495,30083.0,28,065,Jefferson,Mississippi,0.37929534580252283,0.6120922140060896,0.0029578077424967375,0.20400173988690734,0.053066550674206174,0.012962157459765115,27.504219901,18.0,2291.374085298248,Republican,-0.7375647668393782,MS,5.6,6.3,6.7,6.2
50,"Lincoln County, Mississippi",34432,40355.0,28,085,Lincoln,Mississippi,0.6826498605947955,0.3107574349442379,0.01089103159851301,0.13255111524163568,0.06624651486988847,0.025993262081784388,58.357187025,141.0,2291.374085298248,Republican,0.40097413282432703,MS,4.9,5.3,5.3,5
51,"Scott County, Mississippi",28415,33735.0,28,123,Scott,Mississippi,0.5829667429174732,0.3832130916769312,0.11078655639626958,0.14221361956713005,0.053879992961464014,0.023438324828435685,46.430632105,316.0,2291.374085298248,Republican,0.17620224291959707,MS,3.9,4.1,4.4,4.2
52,"Winston County, Mississippi",18358,36214.0,28,159,Winston,Mississippi,0.5033772742128773,0.47766641246323127,0.012256237062860878,0.14663906743653993,0.07876675019065257,0.04237934415513672,29.913488047,42.0,2291.374085298248,Republican,0.11935592838644293,MS,5.5,6,5.8,5.7
53,"Yazoo County, Mississippi",27974,31402.0,28,163,Yazoo,Mississippi,0.378315578751698,0.5694216057767927,0.0645242010438264,0.12168442124830199,0.06430971616501037,0.014584971759490957,30.626476269,135.0,2291.374085298248,Republican,-0.0765640516385303,MS,5.7,6,5.9,5.9
54,"Benton County, Mississippi",8253,35974.0,28,009,Benton,Mississippi,0.6128680479825518,0.3581727856537017,0.025808796801163214,0.14309947897734157,0.03974312371258936,0.016357688113413305,20.341042557,11.0,2291.374085298248,Republican,0.13256915026164967,MS,5.2,5.5,5.9,5.7
55,"Franklin County, Mississippi",7757,40810.0,28,037,Franklin,Mississippi,0.6350393193244811,0.36006187959262603,0.006574706716514116,0.09191697821322677,0.07477117442310172,0.011731339435348717,13.809403523,16.0,2291.374085298248,Republican,0.28414918414918416,MS,5.3,6,6.4,6.1
56,"Jasper County, Mississippi",16529,35931.0,28,061,Jasper,Mississippi,0.44818198318107566,0.5443160505777724,0.0038719825760784076,0.1729687216407526,0.0660052029765866,0.020509407707665316,24.293178797,42.0,2291.374085298248,Republican,-0.03893805309734516,MS,5.9,6.4,7.8,6.8
57,"Jones County, Mississippi",68454,41263.0,28,067,Jones,Mississippi,0.6866362812983902,0.2920063108072574,0.043722791947877405,0.15143015747801444,0.07701522190083852,0.028398632658427556,98.531728639,143.0,2291.374085298248,Republican,0.4353132054176072,MS,4.8,5,5.3,5.1
58,"Monroe County, Mississippi",35840,40940.0,28,095,Monroe,Mississippi,0.6806919642857143,0.30887276785714285,0.012220982142857143,0.12868303571428572,0.08138950892857143,0.024330357142857143,46.483507958,157.0,2291.374085298248,Republican,0.29230672374716693,MS,4.7,5.1,5.1,5
59,"Sunflower County, Mississippi",26532,30029.0,28,133,Sunflower,Mississippi,0.250188451680989,0.7395974672094076,0.01722448364239409,0.12343585104779134,0.06682496607869742,0.035014322327755164,36.882370674,53.0,2291.374085298248,Republican,-0.40956449260262556,MS,7,8.3,9.2,8.4
60,"Webster County, Mississippi",9828,40683.0,28,155,Webster,Mississippi,0.7941595441595442,0.1928164428164428,0.014652014652014652,0.11609686609686609,0.07539682539682539,0.023300773300773302,23.253120713,18.0,2291.374085298248,Republican,0.5833497731307951,MS,5.1,5,5.6,5.6
61,"Adams County, Mississippi",31547,29203.0,28,001,Adams,Mississippi,0.40517323358797985,0.5659809173613973,0.056296953751545316,0.09807588677211779,0.07414334168066694,0.040669477287856214,67.464982004,133.0,2291.374085298248,Republican,-0.13609424689216543,MS,6.1,7.1,6.5,6.7
62,"Clay County, Mississippi",19808,35121.0,28,025,Clay,Mississippi,0.3960521001615509,0.5960722940226171,0.006916397415185784,0.1201029886914378,0.08855008077544427,0.024686995153473345,47.275317155,40.0,2291.374085298248,Republican,-0.1571528541437569,MS,6.1,7,7.1,7.1
63,"Covington County, Mississippi",19091,35931.0,28,031,Covington,Mississippi,0.6105494735739354,0.37792677177727724,0.004819024671311089,0.14032790320046096,0.06830443664553978,0.02608559006861872,45.558620769,62.0,2291.374085298248,Republican,0.24503461582113267,MS,4.3,4.5,4.9,4.6
64,"Humphreys County, Mississippi",8539,28507.0,28,053,Humphreys,Mississippi,0.21641878440098372,0.759925049771636,0.03126829839559667,0.12647851036421126,0.04953741655931608,0.012530741304602412,19.729309046,23.0,2291.374085298248,Republican,-0.4514460380907595,MS,7.9,10.3,11.6,10.2
65,"Saline County, Missouri",23102,43201.0,29,195,Saline,Missouri,0.8562462124491386,0.04718206215912042,0.09938533460306467,0.08280668340403428,0.0753614405679162,0.026188208813089777,30.30472618,188.0,1377.0390971448544,Republican,0.34375673927108047,MO,2.5,3.6,4.1,4.3
66,"Madison County, Missouri",12205,41322.0,29,123,Madison,Missouri,0.9710774272839,0.010077836952068825,0.02384268742318722,0.13150348217943467,0.07111839410077837,0.026218762802130275,24.652719184,1.0,1377.0390971448544,Republican,0.5820334523585793,MO,2.9,3.7,4.5,6
67,"Wright County, Missouri",18293,32752.0,29,229,Wright,Missouri,0.9637019624993167,0.005739900508391188,0.01771169299732138,0.11534466735909911,0.04832449570874105,0.016673044333898213,26.956243387,10.0,1377.0390971448544,Republican,0.6819805394753049,MO,3.6,4.6,5.3,6.4
68,"Vernon County, Missouri",20691,43379.0,29,217,Vernon,Missouri,0.9555362234788072,0.008892755304238558,0.02097530327195399,0.07433183509738533,0.07032042917210381,0.027354888598907737,24.840528856,4.0,1377.0390971448544,Republican,0.5612280497732295,MO,2.9,4.1,3.7,4.5
69,"Nodaway County, Missouri",22547,43349.0,29,147,Nodaway,Missouri,0.9363108174036457,0.02825209562247749,0.016587572626069986,0.07007584157537589,0.08506674945669047,0.06816871424136249,25.433194799,3.0,1377.0390971448544,Republican,0.40716853457390567,MO,2.2,3.1,3.3,3.9
70,"Chariton County, Missouri",7546,46992.0,29,041,Chariton,Missouri,0.9557381394116088,0.024251258945136495,0.005035780545984627,0.09859528226875165,0.08521070765968725,0.016565067585475747,9.9190871273,5.0,1377.0390971448544,Republican,0.5195263290501386,MO,2.2,3.3,3.9,4.6
71,"Grundy County, Missouri",10039,42574.0,29,079,Grundy,Missouri,0.9580635521466282,0.005179798784739516,0.023408706046418967,0.10050801872696484,0.07620280904472557,0.03446558422153601,22.775510579,,1377.0390971448544,Republican,0.6222737819025522,MO,2.9,3.8,3.4,4
72,"Morgan County, Missouri",20137,37727.0,29,141,Morgan,Missouri,0.9573918657198193,0.007995232656304316,0.022148284252867856,0.12017678899538163,0.057456423499031635,0.019119034612901625,34.064551195,3.0,1377.0390971448544,Republican,0.5659222310395646,MO,3.3,5.4,5.9,6.2
73,"Wayne County, Missouri",13308,34391.0,29,223,Wayne,Missouri,0.9669371806432221,0.005560565073639916,0.01728283739104298,0.12548842801322513,0.04974451457769762,0.025849113315299068,17.284345302,,1377.0390971448544,Republican,0.6560565870910698,MO,4.5,5.5,5.1,5.9
74,"Bollinger County, Missouri",12281,42985.0,29,017,Bollinger,Missouri,0.9746763292891458,0.005537008386939175,0.01107401677387835,0.11538148359254133,0.047471704258610865,0.025730803680482046,19.694004445,4.0,1377.0390971448544,Republican,0.726215644820296,MO,3.1,4.3,4.3,4.9
75,"Cape Girardeau County, Missouri",78324,51730.0,29,031,Cape,Missouri,0.8772406925080435,0.07525151932996271,0.022828251876819364,0.06302027475614115,0.12221030590878913,0.05487462335937899,136.12490696,,1377.0390971448544,Republican,,MO,2.3,3.1,3.2,4.2
76,"Shelby County, Missouri",6061,44051.0,29,205,Shelby,Missouri,0.9681570697904636,0.019303745256558324,0.019138755980861243,0.0983336083154595,0.08150470219435736,0.017818841775284606,12.079141493,1.0,1377.0390971448544,Republican,0.589247311827957,MO,2.1,4.6,4.5,5.6
77,"Webster County, Missouri",38082,47421.0,29,225,Webster,Missouri,0.9567774801743606,0.011475237645081666,0.020088230660154402,0.09303608003781313,0.06906149887085762,0.026469198046321096,65.999767948,15.0,1377.0390971448544,Republican,0.5771367138505644,MO,2.7,3.6,3.9,4.6
78,"Atchison County, Missouri",5270,48385.0,29,005,Atchison,Missouri,0.9772296015180265,0.003795066413662239,0.012523719165085389,0.1032258064516129,0.12314990512333966,0.029981024667931688,9.4484522171,2.0,1377.0390971448544,Republican,0.5576358296622614,MO,3.8,3.4,3.2,3.7
79,"Bates County, Missouri",16374,46186.0,29,013,Bates,Missouri,0.9549896176865763,0.014535238793208746,0.021497496030291927,0.10510565530719433,0.06791254427751313,0.030352998656406498,19.505322845,6.0,1377.0390971448544,Republican,0.546304374922099,MO,3.3,4.8,4.4,5.3
80,"Benton County, Missouri",18989,38028.0,29,015,Benton,Missouri,0.9615566907156775,0.0028437516456896097,0.019800937384801726,0.11769972089104218,0.06261519827268419,0.03896992995945021,27.381886799,8.0,1377.0390971448544,Republican,0.5571305841924399,MO,3.8,5.7,6.4,6.6
81,"Carter County, Missouri",6197,39415.0,29,035,Carter,Missouri,0.9520735839922543,0.00048410521219945134,0.0238825238018396,0.12828788123285462,0.0766499919315798,0.04324673228981765,11.932391099,3.0,1377.0390971448544,Republican,0.6638537271448665,MO,5.1,5.9,6.5,7.1
82,"Dade County, Missouri",7590,39979.0,29,057,Dade,Missouri,0.9533596837944665,0.002766798418972332,0.020553359683794466,0.11567852437417654,0.07206851119894599,0.011330698287220026,15.4466115,,1377.0390971448544,Republican,0.6446469248291572,MO,2.6,3.5,3.7,4.5
83,"Linn County, Missouri",12186,43642.0,29,115,Linn,Missouri,0.9669292630887905,0.005744296733957,0.022156573116691284,0.11685540784506811,0.0700804201542754,0.033563105202691616,19.553668033,5.0,1377.0390971448544,Republican,0.5097547879004833,MO,3.3,5.3,5.4,6.2
84,"Howell County, Missouri",40102,36143.0,29,091,Howell,Missouri,0.96259538177647,0.00468804548401576,0.021146077502368958,0.0981247818063937,0.06164281083237744,0.03418782105630642,43.220348128,5.0,1377.0390971448544,Republican,0.6308794041821827,MO,2.9,3.9,4,5
85,"Johnson County, Missouri",53689,53056.0,29,101,Johnson,Missouri,0.8911881390973942,0.043379463204753305,0.04209428374527371,0.042727560580379596,0.09674234945705824,0.04734675631879901,64.698730214,54.0,1377.0390971448544,Republican,0.3685879235282983,MO,3,4.2,4.3,5
86,"Laclede County, Missouri",35507,46192.0,29,105,Laclede,Missouri,0.952009462922804,0.005520038302306587,0.0238262877742417,0.09753006449432507,0.07249274790886304,0.031599402934632606,46.701926659,,1377.0390971448544,Republican,0.6434490062924428,MO,4.2,4.4,6,6.9
87,"Maries County, Missouri",8884,44436.0,29,125,Maries,Missouri,0.9828905898244035,0.0023638000900495274,0.026226924808644754,0.12471859522737505,0.07226474561008554,0.014407924358397118,16.640157217,2.0,1377.0390971448544,Republican,0.6148888888888889,MO,3.2,3.8,3.7,4.3
88,"Phelps County, Missouri",44789,42846.0,29,161,Phelps,Missouri,0.9059143986246623,0.02692625421420438,0.02467123624104133,0.06995021098930541,0.1025251735917301,0.045390609301390966,66.587413625,2.0,1377.0390971448544,Republican,0.42812483156362857,MO,2.7,3.6,3.8,4.4
89,"Platte County, Missouri",98824,76912.0,29,165,Platte,Missouri,0.8568566340160285,0.06714968023961791,0.05890269570144904,0.03019509430907472,0.17310572330607948,0.04832834129361289,245.32740582,32.0,1377.0390971448544,Republican,0.12020047049197097,MO,2.2,3,2.7,3.4
90,"St. Francois County, Missouri",66342,45774.0,29,187,St,Missouri,0.9293358656657924,0.0445419191462422,0.015405022459377167,0.07833649874890718,0.05654035151186277,0.03159386210846824,147.58998517,,1377.0390971448544,Republican,,MO,2.1,2.9,2.9,3.5
91,"St. Francois County, Missouri",66342,45774.0,29,187,St,Missouri,0.9293358656657924,0.0445419191462422,0.015405022459377167,0.07833649874890718,0.05654035151186277,0.03159386210846824,147.58998517,,1377.0390971448544,Republican,,MO,3.3,4.7,4.8,5.1
92,"St. Francois County, Missouri",66342,45774.0,29,187,St,Missouri,0.9293358656657924,0.0445419191462422,0.015405022459377167,0.07833649874890718,0.05654035151186277,0.03159386210846824,147.58998517,,1377.0390971448544,Republican,,MO,2.9,4,5,5.8
93,"St. Francois County, Missouri",66342,45774.0,29,187,St,Missouri,0.9293358656657924,0.0445419191462422,0.015405022459377167,0.07833649874890718,0.05654035151186277,0.03159386210846824,147.58998517,,1377.0390971448544,Republican,,MO,2.6,3.4,3.2,4.1
94,"St. Francois County, Missouri",66342,45774.0,29,187,St,Missouri,0.9293358656657924,0.0445419191462422,0.015405022459377167,0.07833649874890718,0.05654035151186277,0.03159386210846824,147.58998517,,1377.0390971448544,Republican,,MO,3.3,4.3,4,5.2
95,"Andrew County, Missouri",17403,55683.0,29,003,Andrew,Missouri,0.9565017525713957,0.020054013675803024,0.02373154053898753,0.07452738033672356,0.10641843360340171,0.023903924610699304,40.697448738,2.0,1377.0390971448544,Republican,0.5054704595185995,MO,2.5,3.4,3.3,3.8
96,"Carroll County, Missouri",8843,42149.0,29,033,Carroll,Missouri,0.9563496550944249,0.02261675901843266,0.015605563722718534,0.11251837611670247,0.08187266764672622,0.021372837272418864,12.58670709,3.0,1377.0390971448544,Republican,0.627149736299014,MO,2.5,3.5,3.5,4.4
97,"Daviess County, Missouri",8302,50380.0,29,061,Daviess,Missouri,0.9715731149120694,0.010238496747771622,0.015538424476029872,0.08612382558419658,0.08949650686581546,0.029390508311250303,14.758020699,2.0,1377.0390971448544,Republican,0.5669357083217367,MO,2.7,4.6,3.7,4.2
